event_id,timestamp,publisher_id,site_id,session_id,page_id,page_category,ad_unit,ad_format,device,country,ad_requests,impressions,viewable_impressions,clicks,revenue,user_id,traffic_source,is_returning_user,page_views,time_on_page_seconds,scroll_depth_pct,bounce,date
evt_002251,2026-04-03 03:08:00,demo_publisher,site A,sess_000305,page_042,esportes,topo da página,mídia rica,celular,BR,3,2,1,1,0.00857,user_002993,orgânico,0,1,84.7,45.9,0,2026-04-03
evt_002252,2026-03-15 14:51:00,demo_publisher,site B,sess_000082,page_041,tecnologia,topo da página,banner,computador,BR,2,1,1,0,0.00604,user_002630,redes sociais,0,1,61.0,15.6,0,2026-03-15
evt_002253,2026-03-31 01:06:00,demo_publisher,site B,sess_001038,page_002,notícias,meio do artigo,banner,celular,BR,3,2,1,0,0.009,user_000952,orgânico,0,1,62.9,7.0,1,2026-03-31
evt_002254,2026-03-18 16:54:00,demo_publisher,site A,sess_001611,page_017,entretenimento,rodapé fixo,banner,celular,BR,2,2,1,0,0.01176,user_002404,referência,0,1,13.2,58.8,0,2026-03-18
evt_002255,2026-04-11 04:04:00,demo_publisher,site A,sess_000959,page_133,entretenimento,topo da página,banner,computador,BR,5,4,4,0,0.00758,user_001377,redes sociais,0,1,75.8,31.1,0,2026-04-11
evt_002256,2026-04-17 18:55:00,demo_publisher,site A,sess_001120,page_093,notícias,rodapé fixo,vídeo,computador,BR,1,1,1,0,0.00414,user_002531,orgânico,0,1,76.7,52.7,1,2026-04-17
evt_002257,2026-04-09 03:52:00,demo_publisher,site A,sess_001597,page_018,finanças,topo da página,banner,celular,BR,2,1,1,0,0.00345,user_002553,direto,0,1,108.9,39.8,0,2026-04-09
evt_002258,2026-03-01 01:47:00,demo_publisher,site B,sess_001033,page_040,finanças,intersticial,banner,celular,BR,5,4,1,0,0.02219,user_001305,orgânico,1,1,95.8,58.1,1,2026-03-01
evt_002259,2026-04-29 12:32:00,demo_publisher,site C,sess_001817,page_054,tecnologia,meio do artigo,mídia rica,celular,BR,5,4,1,0,0.02428,user_000914,orgânico,1,1,40.7,96.4,1,2026-04-29
evt_002260,2026-03-02 10:13:00,demo_publisher,site B,sess_001276,page_126,estilo de vida,meio do artigo,vídeo,celular,BR,2,2,1,0,0.01169,user_002924,redes sociais,0,1,67.8,82.7,0,2026-03-02
evt_002261,2026-04-29 23:10:00,demo_publisher,site A,sess_001462,page_123,estilo de vida,lateral,banner,celular,BR,6,3,2,0,0.00438,user_001352,redes sociais,1,1,67.8,57.0,0,2026-04-29
evt_002262,2026-03-02 21:45:00,demo_publisher,site A,sess_001563,page_108,notícias,meio do artigo,banner,celular,BR,1,0,0,0,0.00274,user_001295,redes sociais,0,1,86.9,51.8,1,2026-03-02
evt_002263,2026-03-31 23:42:00,demo_publisher,site B,sess_001254,page_015,notícias,meio do artigo,vídeo,celular,BR,2,2,1,0,0.01408,user_001997,orgânico,1,1,42.5,39.5,1,2026-03-31
evt_002264,2026-03-07 08:35:00,demo_publisher,site C,sess_000101,page_069,estilo de vida,meio do artigo,nativo,computador,BR,2,2,1,0,0.0098,user_002810,direto,0,1,74.1,68.5,0,2026-03-07
evt_002265,2026-03-06 17:05:00,demo_publisher,site A,sess_000855,page_068,estilo de vida,intersticial,mídia rica,computador,BR,4,2,1,0,0.01604,user_000392,orgânico,0,1,109.3,50.2,0,2026-03-06
evt_002266,2026-04-11 00:05:00,demo_publisher,site A,sess_000283,page_089,tecnologia,rodapé fixo,banner,celular,BR,4,4,3,0,0.01264,user_002953,direto,0,1,58.5,84.3,0,2026-04-11
evt_002267,2026-04-13 16:05:00,demo_publisher,site B,sess_001021,page_118,tecnologia,meio do artigo,vídeo,computador,BR,3,1,1,0,0.01399,user_001267,orgânico,0,1,57.4,59.6,1,2026-04-13
evt_002268,2026-03-08 02:15:00,demo_publisher,site B,sess_000287,page_045,estilo de vida,rodapé fixo,banner,computador,AR,2,2,2,0,0.00817,user_000077,redes sociais,0,1,25.7,60.5,0,2026-03-08
evt_002269,2026-04-28 14:23:00,demo_publisher,site C,sess_001019,page_078,finanças,topo da página,banner,computador,BR,4,3,2,0,0.01875,user_000928,redes sociais,0,1,90.3,31.9,1,2026-04-28
evt_002270,2026-03-20 05:27:00,demo_publisher,site B,sess_000688,page_037,entretenimento,meio do artigo,vídeo,tablet,BR,3,3,1,0,0.02024,user_001388,direto,1,1,49.9,45.9,0,2026-03-20
evt_002271,2026-03-20 02:23:00,demo_publisher,site A,sess_000041,page_030,tecnologia,meio do artigo,vídeo,celular,BR,6,2,2,0,0.01344,user_002030,direto,0,1,43.2,94.6,0,2026-03-20
evt_002272,2026-03-18 19:38:00,demo_publisher,site B,sess_000250,page_044,entretenimento,meio do artigo,banner,celular,AR,1,1,1,0,0.00461,user_001699,redes sociais,0,1,56.8,26.5,0,2026-03-18
evt_002273,2026-03-28 16:08:00,demo_publisher,site A,sess_001006,page_103,entretenimento,rodapé fixo,banner,tablet,CL,6,2,2,0,0.00606,user_000408,referência,0,1,29.9,52.2,0,2026-03-28
evt_002274,2026-03-11 16:04:00,demo_publisher,site C,sess_000158,page_061,finanças,rodapé fixo,vídeo,celular,BR,5,4,3,0,0.06276,user_001465,newsletter,0,1,94.8,60.7,0,2026-03-11
evt_002275,2026-03-26 11:40:00,demo_publisher,site A,sess_001712,page_095,tecnologia,rodapé fixo,banner,celular,BR,3,2,2,0,0.00711,user_000698,newsletter,1,1,80.5,62.3,1,2026-03-26
evt_002276,2026-03-13 14:22:00,demo_publisher,site C,sess_001517,page_097,estilo de vida,lateral,banner,celular,BR,5,5,2,0,0.01697,user_000809,orgânico,1,1,60.0,64.9,1,2026-03-13
evt_002277,2026-03-04 02:02:00,demo_publisher,site A,sess_001418,page_051,notícias,meio do artigo,banner,celular,US,5,3,1,0,0.01611,user_002134,orgânico,0,1,40.6,46.2,0,2026-03-04
evt_002278,2026-03-23 02:58:00,demo_publisher,site B,sess_000345,page_133,estilo de vida,rodapé fixo,banner,celular,BR,6,6,4,0,0.04433,user_002410,direto,0,1,63.3,74.4,1,2026-03-23
evt_002279,2026-04-10 08:03:00,demo_publisher,site B,sess_001591,page_007,finanças,topo da página,vídeo,celular,BR,4,4,3,0,0.02821,user_000469,orgânico,0,1,64.4,52.6,0,2026-04-10
evt_002280,2026-04-15 18:50:00,demo_publisher,site A,sess_001269,page_125,finanças,rodapé fixo,banner,celular,BR,1,1,1,0,0.00154,user_001807,direto,0,1,135.2,76.5,0,2026-04-15
evt_002281,2026-03-22 04:48:00,demo_publisher,site B,sess_000781,page_002,notícias,topo da página,nativo,celular,BR,5,5,4,0,0.0285,user_001266,orgânico,0,1,139.5,26.0,0,2026-03-22
evt_002282,2026-03-20 10:11:00,demo_publisher,site B,sess_000001,page_054,tecnologia,rodapé fixo,nativo,celular,BR,1,0,0,0,0.0,user_001010,direto,0,1,35.4,41.5,0,2026-03-20
evt_002283,2026-04-17 05:56:00,demo_publisher,site B,sess_001058,page_115,estilo de vida,lateral,banner,computador,BR,6,4,2,0,0.01884,user_002138,orgânico,0,1,38.1,26.6,0,2026-04-17
evt_002284,2026-04-10 20:54:00,demo_publisher,site A,sess_001592,page_096,finanças,topo da página,nativo,computador,MX,5,4,1,0,0.03218,user_000747,referência,1,1,106.1,70.3,0,2026-04-10
evt_002285,2026-04-19 22:15:00,demo_publisher,site A,sess_000067,page_045,notícias,topo da página,banner,computador,BR,5,4,2,0,0.01499,user_002296,direto,0,1,36.4,63.1,1,2026-04-19
evt_002286,2026-04-24 08:47:00,demo_publisher,site A,sess_000106,page_124,estilo de vida,meio do artigo,vídeo,computador,BR,3,3,1,0,0.0211,user_001202,orgânico,0,1,87.5,48.8,0,2026-04-24
evt_002287,2026-04-19 06:34:00,demo_publisher,site A,sess_000766,page_020,notícias,meio do artigo,vídeo,celular,BR,1,1,1,0,0.00653,user_000285,redes sociais,0,1,82.4,62.2,1,2026-04-19
evt_002288,2026-04-26 04:32:00,demo_publisher,site B,sess_001023,page_094,esportes,rodapé fixo,vídeo,computador,BR,3,2,1,0,0.02459,user_002376,redes sociais,1,1,37.1,33.1,0,2026-04-26
evt_002289,2026-03-25 23:59:00,demo_publisher,site A,sess_000949,page_073,esportes,topo da página,banner,tablet,BR,2,2,2,0,0.01079,user_002556,referência,0,1,63.1,81.5,1,2026-03-25
evt_002290,2026-03-24 16:19:00,demo_publisher,site A,sess_000852,page_029,entretenimento,meio do artigo,vídeo,computador,BR,6,2,2,0,0.01242,user_001689,redes sociais,1,1,18.8,74.7,0,2026-03-24
evt_002291,2026-03-20 07:01:00,demo_publisher,site A,sess_000511,page_128,finanças,topo da página,nativo,computador,MX,5,4,2,0,0.01687,user_002172,redes sociais,0,1,73.8,46.0,0,2026-03-20
evt_002292,2026-03-15 02:43:00,demo_publisher,site C,sess_000120,page_107,estilo de vida,topo da página,banner,celular,BR,2,2,1,0,0.00769,user_000443,orgânico,0,1,70.6,32.9,0,2026-03-15
evt_002293,2026-04-14 22:18:00,demo_publisher,site A,sess_000063,page_002,entretenimento,topo da página,banner,computador,BR,1,1,0,0,0.00576,user_001018,direto,0,1,59.6,47.0,1,2026-04-14
evt_002294,2026-04-12 20:48:00,demo_publisher,site B,sess_000198,page_013,finanças,rodapé fixo,banner,computador,BR,6,5,3,0,0.03512,user_001050,orgânico,1,1,42.9,69.4,0,2026-04-12
evt_002295,2026-04-18 02:00:00,demo_publisher,site C,sess_001381,page_008,entretenimento,lateral,banner,computador,BR,4,1,0,0,0.00499,user_002291,newsletter,0,1,10.3,59.2,0,2026-04-18
evt_002296,2026-03-11 01:02:00,demo_publisher,site B,sess_001572,page_058,notícias,rodapé fixo,banner,celular,BR,5,3,2,0,0.00835,user_001056,redes sociais,1,1,115.0,35.6,1,2026-03-11
evt_002297,2026-03-30 11:24:00,demo_publisher,site A,sess_000870,page_058,esportes,meio do artigo,mídia rica,computador,AR,4,3,2,0,0.02913,user_002185,referência,0,1,27.9,48.4,1,2026-03-30
evt_002298,2026-03-14 07:37:00,demo_publisher,site B,sess_000155,page_101,notícias,topo da página,mídia rica,celular,AR,2,0,0,0,0.0,user_000921,direto,0,1,68.5,63.5,0,2026-03-14
evt_002299,2026-04-23 13:57:00,demo_publisher,site C,sess_000831,page_094,estilo de vida,topo da página,banner,computador,US,5,5,5,0,0.01953,user_001803,orgânico,1,1,44.3,48.8,0,2026-04-23
evt_002300,2026-03-17 01:04:00,demo_publisher,site A,sess_001971,page_003,entretenimento,meio do artigo,mídia rica,computador,BR,2,2,2,0,0.00709,user_000630,orgânico,1,1,44.1,58.9,0,2026-03-17
evt_002301,2026-03-09 15:13:00,demo_publisher,site C,sess_000500,page_067,estilo de vida,topo da página,vídeo,computador,BR,5,3,3,0,0.02289,user_001675,orgânico,0,1,79.4,76.7,0,2026-03-09
evt_002302,2026-04-04 04:36:00,demo_publisher,site B,sess_000982,page_110,estilo de vida,topo da página,nativo,computador,BR,6,5,4,0,0.05497,user_000243,orgânico,1,1,140.2,44.4,0,2026-04-04
evt_002303,2026-04-22 17:51:00,demo_publisher,site B,sess_001076,page_125,esportes,lateral,mídia rica,celular,BR,1,1,0,0,0.00247,user_002204,orgânico,0,1,8.0,74.9,1,2026-04-22
evt_002304,2026-04-24 22:39:00,demo_publisher,site B,sess_000660,page_041,entretenimento,topo da página,vídeo,celular,CL,5,4,2,0,0.01238,user_000088,referência,0,1,56.5,56.2,0,2026-04-24
evt_002305,2026-03-06 18:22:00,demo_publisher,site A,sess_000876,page_007,finanças,meio do artigo,nativo,celular,BR,5,4,2,0,0.02514,user_002997,redes sociais,1,1,103.9,62.6,0,2026-03-06
evt_002306,2026-03-20 13:17:00,demo_publisher,site A,sess_000944,page_022,esportes,meio do artigo,banner,celular,US,5,4,4,1,0.01719,user_002517,redes sociais,0,1,25.7,30.1,1,2026-03-20
evt_002307,2026-03-10 05:04:00,demo_publisher,site B,sess_000948,page_048,entretenimento,lateral,banner,computador,BR,5,3,1,0,0.01521,user_001736,redes sociais,1,1,134.6,72.8,0,2026-03-10
evt_002308,2026-03-19 11:19:00,demo_publisher,site C,sess_001435,page_062,finanças,meio do artigo,mídia rica,celular,US,6,5,3,0,0.03984,user_002728,orgânico,1,1,16.9,100.0,1,2026-03-19
evt_002309,2026-04-02 00:43:00,demo_publisher,site A,sess_001162,page_049,esportes,lateral,banner,celular,US,1,0,0,0,0.0,user_002426,redes sociais,1,1,41.3,36.7,0,2026-04-02
evt_002310,2026-03-17 20:01:00,demo_publisher,site B,sess_000107,page_013,notícias,meio do artigo,banner,celular,BR,2,1,1,0,0.00338,user_000429,orgânico,0,1,23.5,38.8,1,2026-03-17
evt_002311,2026-03-05 01:13:00,demo_publisher,site B,sess_000013,page_048,notícias,topo da página,banner,celular,BR,3,3,3,0,0.00714,user_002233,referência,0,1,33.1,88.6,1,2026-03-05
evt_002312,2026-03-31 14:26:00,demo_publisher,site A,sess_000821,page_041,tecnologia,meio do artigo,nativo,computador,BR,6,5,3,0,0.04062,user_001132,direto,0,1,122.8,70.6,0,2026-03-31
evt_002313,2026-03-04 04:02:00,demo_publisher,site B,sess_001815,page_068,finanças,topo da página,banner,celular,BR,4,2,2,0,0.00879,user_002567,orgânico,1,1,23.7,52.2,0,2026-03-04
evt_002314,2026-03-14 14:26:00,demo_publisher,site A,sess_000074,page_012,entretenimento,meio do artigo,mídia rica,celular,BR,4,3,2,0,0.00874,user_002591,direto,0,1,59.3,91.5,1,2026-03-14
evt_002315,2026-03-01 00:44:00,demo_publisher,site A,sess_000143,page_110,notícias,rodapé fixo,banner,celular,US,3,3,1,0,0.00977,user_002863,redes sociais,1,1,34.6,48.8,1,2026-03-01
evt_002316,2026-03-06 05:01:00,demo_publisher,site A,sess_001358,page_058,estilo de vida,rodapé fixo,mídia rica,computador,BR,1,1,1,0,0.00629,user_001353,orgânico,0,1,77.8,58.5,0,2026-03-06
evt_002317,2026-03-27 04:17:00,demo_publisher,site A,sess_000902,page_045,tecnologia,topo da página,nativo,computador,BR,3,3,3,0,0.02046,user_000580,orgânico,0,1,51.9,64.7,0,2026-03-27
evt_002318,2026-04-21 01:01:00,demo_publisher,site B,sess_000462,page_127,estilo de vida,topo da página,nativo,tablet,BR,3,3,2,0,0.0103,user_000376,orgânico,0,1,52.1,73.2,0,2026-04-21
evt_002319,2026-04-16 11:27:00,demo_publisher,site A,sess_000415,page_104,finanças,topo da página,banner,celular,BR,1,0,0,0,0.0,user_000497,referência,1,1,31.1,74.8,0,2026-04-16
evt_002320,2026-03-06 22:18:00,demo_publisher,site B,sess_001330,page_020,estilo de vida,intersticial,banner,computador,US,1,1,1,0,0.00238,user_002975,referência,0,1,123.9,99.3,1,2026-03-06
evt_002321,2026-03-03 02:10:00,demo_publisher,site C,sess_001048,page_021,estilo de vida,meio do artigo,vídeo,computador,BR,5,4,2,1,0.045,user_001759,redes sociais,0,1,70.0,85.5,1,2026-03-03
evt_002322,2026-03-21 06:50:00,demo_publisher,site B,sess_001276,page_001,tecnologia,meio do artigo,vídeo,celular,BR,2,1,1,0,0.01968,user_001056,orgânico,0,1,66.4,89.4,1,2026-03-21
evt_002323,2026-04-09 03:15:00,demo_publisher,site B,sess_000561,page_078,esportes,topo da página,banner,computador,AR,2,2,2,0,0.00937,user_001348,orgânico,0,1,81.5,44.8,0,2026-04-09
evt_002324,2026-04-14 19:17:00,demo_publisher,site B,sess_001053,page_050,finanças,rodapé fixo,mídia rica,computador,MX,1,1,1,0,0.01226,user_000519,redes sociais,0,1,34.5,72.5,1,2026-04-14
evt_002325,2026-04-19 09:18:00,demo_publisher,site C,sess_001720,page_053,estilo de vida,meio do artigo,vídeo,tablet,BR,3,1,0,1,0.00174,user_001712,orgânico,0,1,98.0,91.7,1,2026-04-19
evt_002326,2026-03-21 12:46:00,demo_publisher,site B,sess_000633,page_071,esportes,topo da página,banner,computador,BR,1,1,1,0,0.00889,user_001277,redes sociais,0,1,72.3,50.1,1,2026-03-21
evt_002327,2026-03-11 01:55:00,demo_publisher,site A,sess_000793,page_075,notícias,meio do artigo,nativo,computador,US,4,3,3,0,0.01441,user_002394,orgânico,0,1,77.4,50.2,0,2026-03-11
evt_002328,2026-03-02 13:56:00,demo_publisher,site A,sess_000328,page_001,entretenimento,lateral,vídeo,celular,BR,1,0,0,0,0.0,user_000064,orgânico,0,1,3.0,76.4,1,2026-03-02
evt_002329,2026-03-09 19:29:00,demo_publisher,site A,sess_001277,page_015,notícias,meio do artigo,vídeo,computador,BR,1,1,1,0,0.01421,user_002795,redes sociais,1,1,48.8,67.4,0,2026-03-09
evt_002330,2026-03-04 21:49:00,demo_publisher,site C,sess_000065,page_110,esportes,intersticial,banner,computador,BR,6,4,4,0,0.01893,user_000182,orgânico,1,1,43.5,57.6,0,2026-03-04
evt_002331,2026-04-21 15:33:00,demo_publisher,site B,sess_000498,page_133,estilo de vida,rodapé fixo,banner,celular,US,3,1,1,0,0.00591,user_001252,direto,0,1,65.1,63.5,0,2026-04-21
evt_002332,2026-03-17 02:30:00,demo_publisher,site A,sess_001426,page_117,notícias,meio do artigo,banner,celular,US,2,2,1,0,0.00675,user_001022,direto,0,1,117.8,21.6,1,2026-03-17
evt_002333,2026-04-19 09:17:00,demo_publisher,site A,sess_000039,page_126,notícias,intersticial,banner,celular,BR,1,0,0,0,0.0,user_002154,redes sociais,1,1,35.2,51.3,0,2026-04-19
evt_002334,2026-04-03 04:32:00,demo_publisher,site C,sess_001978,page_065,notícias,rodapé fixo,banner,celular,BR,3,3,1,0,0.01031,user_001974,newsletter,1,1,64.7,41.0,0,2026-04-03
evt_002335,2026-04-02 08:04:00,demo_publisher,site B,sess_000808,page_115,notícias,meio do artigo,nativo,celular,BR,2,1,0,0,0.00458,user_000591,direto,0,1,76.1,90.1,1,2026-04-02
evt_002336,2026-03-28 06:54:00,demo_publisher,site A,sess_000798,page_123,finanças,rodapé fixo,nativo,celular,BR,2,2,1,0,0.02041,user_001472,direto,1,1,59.0,62.4,0,2026-03-28
evt_002337,2026-04-19 03:38:00,demo_publisher,site B,sess_001073,page_125,tecnologia,meio do artigo,banner,celular,BR,3,2,1,0,0.00781,user_001604,direto,0,1,39.1,59.7,0,2026-04-19
evt_002338,2026-03-03 14:34:00,demo_publisher,site A,sess_001278,page_021,esportes,meio do artigo,nativo,celular,BR,1,1,1,0,0.0038,user_001392,referência,0,1,19.1,80.0,0,2026-03-03
evt_002339,2026-03-06 13:34:00,demo_publisher,site C,sess_000919,page_021,finanças,meio do artigo,banner,computador,BR,3,3,0,0,0.00994,user_000066,orgânico,0,1,10.5,97.0,1,2026-03-06
evt_002340,2026-03-26 09:40:00,demo_publisher,site B,sess_001768,page_056,estilo de vida,rodapé fixo,banner,celular,BR,3,3,1,0,0.01483,user_000535,redes sociais,0,1,41.1,63.3,0,2026-03-26
evt_002341,2026-03-24 16:03:00,demo_publisher,site A,sess_001924,page_071,esportes,rodapé fixo,vídeo,computador,BR,3,2,1,0,0.01072,user_001511,orgânico,1,1,38.9,41.0,0,2026-03-24
evt_002342,2026-04-02 17:39:00,demo_publisher,site A,sess_000401,page_134,finanças,meio do artigo,mídia rica,computador,BR,5,3,3,0,0.02383,user_000782,redes sociais,1,1,59.6,55.0,1,2026-04-02
evt_002343,2026-04-14 06:25:00,demo_publisher,site B,sess_001413,page_045,esportes,lateral,banner,tablet,BR,1,1,0,0,0.0059,user_001636,orgânico,0,1,121.3,63.9,1,2026-04-14
evt_002344,2026-04-05 06:03:00,demo_publisher,site B,sess_000602,page_116,esportes,lateral,vídeo,computador,BR,2,1,0,0,0.00613,user_000491,newsletter,0,1,45.8,64.5,0,2026-04-05
evt_002345,2026-03-16 10:43:00,demo_publisher,site A,sess_001991,page_124,esportes,rodapé fixo,mídia rica,computador,BR,3,3,2,0,0.01273,user_002206,redes sociais,1,1,13.9,41.8,1,2026-03-16
evt_002346,2026-03-20 15:17:00,demo_publisher,site B,sess_000507,page_135,notícias,meio do artigo,nativo,computador,BR,3,2,2,0,0.01318,user_000566,orgânico,1,1,59.2,16.8,1,2026-03-20
evt_002347,2026-04-15 03:21:00,demo_publisher,site A,sess_000590,page_027,entretenimento,topo da página,mídia rica,celular,BR,1,1,1,0,0.00427,user_001948,redes sociais,0,1,8.2,25.6,0,2026-04-15
evt_002348,2026-03-13 02:06:00,demo_publisher,site C,sess_001428,page_034,entretenimento,topo da página,banner,celular,BR,2,1,0,0,0.00067,user_002510,direto,0,1,10.0,34.3,1,2026-03-13
evt_002349,2026-03-31 06:01:00,demo_publisher,site C,sess_001578,page_031,tecnologia,topo da página,banner,computador,BR,2,2,0,0,0.00456,user_001075,referência,1,1,25.0,53.6,0,2026-03-31
evt_002350,2026-04-02 07:51:00,demo_publisher,site A,sess_000258,page_103,notícias,topo da página,vídeo,celular,BR,6,6,4,0,0.02246,user_000419,direto,0,1,27.1,51.6,0,2026-04-02
evt_002351,2026-04-15 00:22:00,demo_publisher,site A,sess_001111,page_096,tecnologia,meio do artigo,nativo,celular,US,1,1,1,0,0.00285,user_000018,orgânico,0,1,43.0,24.7,0,2026-04-15
evt_002352,2026-04-12 20:40:00,demo_publisher,site A,sess_000692,page_057,estilo de vida,topo da página,banner,tablet,BR,3,3,3,0,0.01175,user_001082,referência,0,1,82.9,53.1,0,2026-04-12
evt_002353,2026-03-28 21:08:00,demo_publisher,site A,sess_001223,page_013,notícias,rodapé fixo,banner,celular,BR,2,2,1,0,0.01433,user_000347,referência,1,1,36.1,91.3,0,2026-03-28
evt_002354,2026-03-19 13:11:00,demo_publisher,site B,sess_001113,page_073,entretenimento,meio do artigo,banner,computador,BR,6,6,4,0,0.0347,user_002645,referência,1,1,57.0,65.1,0,2026-03-19
evt_002355,2026-03-23 01:46:00,demo_publisher,site C,sess_001971,page_102,tecnologia,meio do artigo,banner,celular,BR,4,3,1,0,0.01274,user_002919,direto,1,1,94.7,98.0,0,2026-03-23
evt_002356,2026-03-25 16:41:00,demo_publisher,site B,sess_001867,page_066,notícias,rodapé fixo,banner,computador,MX,2,2,2,0,0.01362,user_002941,orgânico,0,1,175.0,58.1,0,2026-03-25
evt_002357,2026-03-14 03:37:00,demo_publisher,site C,sess_001308,page_038,entretenimento,meio do artigo,mídia rica,celular,BR,6,5,5,1,0.0189,user_002767,newsletter,1,1,31.3,57.5,0,2026-03-14
evt_002358,2026-04-07 12:35:00,demo_publisher,site C,sess_001359,page_083,notícias,lateral,banner,computador,CL,4,3,2,0,0.01891,user_001760,orgânico,0,1,39.0,63.7,1,2026-04-07
evt_002359,2026-03-13 12:03:00,demo_publisher,site B,sess_001797,page_092,finanças,rodapé fixo,vídeo,computador,BR,2,1,1,0,0.00786,user_000975,orgânico,0,1,59.6,100.0,1,2026-03-13
evt_002360,2026-04-08 22:05:00,demo_publisher,site A,sess_000367,page_083,notícias,meio do artigo,banner,tablet,CL,5,5,0,0,0.00971,user_001340,direto,1,1,55.4,89.5,1,2026-04-08
evt_002361,2026-04-15 02:08:00,demo_publisher,site C,sess_001451,page_122,notícias,meio do artigo,banner,celular,BR,5,5,4,0,0.02262,user_000777,redes sociais,1,1,49.9,73.2,0,2026-04-15
evt_002362,2026-04-27 17:02:00,demo_publisher,site A,sess_001544,page_044,entretenimento,meio do artigo,mídia rica,celular,AR,4,3,1,0,0.01696,user_002520,direto,1,1,37.4,66.6,1,2026-04-27
evt_002363,2026-03-08 03:13:00,demo_publisher,site C,sess_000255,page_085,estilo de vida,meio do artigo,banner,tablet,AR,1,1,0,0,0.00209,user_001309,direto,1,1,14.9,40.8,1,2026-03-08
evt_002364,2026-04-15 14:00:00,demo_publisher,site A,sess_001762,page_119,esportes,lateral,banner,computador,BR,5,4,1,0,0.01164,user_001155,orgânico,1,1,50.4,31.2,1,2026-04-15
evt_002365,2026-03-06 03:48:00,demo_publisher,site A,sess_001399,page_030,tecnologia,meio do artigo,vídeo,computador,CL,3,3,0,0,0.04028,user_002070,direto,1,1,36.1,49.1,0,2026-03-06
evt_002366,2026-03-21 05:38:00,demo_publisher,site A,sess_000694,page_040,entretenimento,meio do artigo,banner,celular,BR,1,1,1,0,0.00203,user_001121,referência,0,1,41.2,88.6,1,2026-03-21
evt_002367,2026-03-11 13:51:00,demo_publisher,site A,sess_000969,page_007,entretenimento,meio do artigo,banner,computador,BR,3,1,0,0,0.00504,user_001071,referência,0,1,59.3,93.7,1,2026-03-11
evt_002368,2026-03-10 17:41:00,demo_publisher,site B,sess_000979,page_053,entretenimento,topo da página,mídia rica,celular,BR,3,3,2,0,0.01601,user_000682,orgânico,0,1,120.8,25.8,0,2026-03-10
evt_002369,2026-03-11 12:29:00,demo_publisher,site A,sess_001837,page_007,entretenimento,topo da página,banner,computador,BR,1,1,0,0,0.00543,user_000202,orgânico,0,1,19.9,85.0,1,2026-03-11
evt_002370,2026-03-03 15:16:00,demo_publisher,site B,sess_001938,page_104,estilo de vida,meio do artigo,nativo,computador,BR,2,2,1,0,0.00487,user_000114,orgânico,0,1,45.5,94.5,0,2026-03-03
evt_002371,2026-04-19 09:16:00,demo_publisher,site A,sess_001613,page_013,esportes,topo da página,banner,computador,BR,4,3,1,0,0.01308,user_001208,direto,0,1,19.0,83.0,0,2026-04-19
evt_002372,2026-03-04 16:01:00,demo_publisher,site B,sess_001304,page_097,entretenimento,lateral,banner,computador,BR,5,3,2,0,0.00777,user_002985,direto,1,1,98.7,48.9,0,2026-03-04
evt_002373,2026-03-24 21:50:00,demo_publisher,site B,sess_000209,page_081,notícias,rodapé fixo,banner,computador,BR,1,1,1,0,0.0,user_000782,redes sociais,1,1,92.1,74.4,0,2026-03-24
evt_002374,2026-04-11 22:47:00,demo_publisher,site C,sess_001829,page_138,notícias,rodapé fixo,nativo,computador,BR,2,2,1,0,0.01197,user_001923,orgânico,0,1,124.2,27.2,0,2026-04-11
evt_002375,2026-04-29 10:09:00,demo_publisher,site C,sess_000268,page_049,finanças,meio do artigo,banner,computador,BR,5,5,4,0,0.03995,user_000975,direto,0,1,69.2,38.0,0,2026-04-29
evt_002376,2026-04-21 05:20:00,demo_publisher,site A,sess_000334,page_048,esportes,meio do artigo,mídia rica,celular,BR,1,0,0,0,0.00414,user_000908,direto,1,1,3.2,100.0,0,2026-04-21
evt_002377,2026-03-09 05:35:00,demo_publisher,site B,sess_000140,page_034,estilo de vida,lateral,vídeo,celular,BR,4,4,4,0,0.02486,user_000489,redes sociais,0,1,64.8,48.9,0,2026-03-09
evt_002378,2026-04-29 06:20:00,demo_publisher,site A,sess_001895,page_075,entretenimento,lateral,nativo,computador,BR,3,3,2,0,0.02122,user_001690,orgânico,1,1,178.1,35.2,1,2026-04-29
evt_002379,2026-04-09 05:05:00,demo_publisher,site A,sess_000986,page_031,finanças,intersticial,banner,computador,US,5,3,1,0,0.02041,user_001976,redes sociais,1,1,39.2,58.9,0,2026-04-09
evt_002380,2026-03-11 18:34:00,demo_publisher,site A,sess_000472,page_016,estilo de vida,meio do artigo,nativo,computador,BR,1,1,1,0,0.00404,user_001051,referência,1,1,31.6,95.4,0,2026-03-11
evt_002381,2026-03-27 22:10:00,demo_publisher,site C,sess_000162,page_132,finanças,topo da página,vídeo,computador,CL,1,1,1,0,0.00898,user_001580,redes sociais,0,1,36.9,89.3,1,2026-03-27
evt_002382,2026-04-25 01:45:00,demo_publisher,site B,sess_000824,page_095,tecnologia,meio do artigo,banner,celular,BR,5,4,1,0,0.02909,user_001428,direto,1,1,76.4,44.8,0,2026-04-25
evt_002383,2026-03-24 13:48:00,demo_publisher,site C,sess_001447,page_017,notícias,rodapé fixo,vídeo,computador,BR,2,2,2,0,0.01969,user_000813,orgânico,0,1,27.1,56.8,0,2026-03-24
