event_id,timestamp,publisher_id,site_id,session_id,page_id,page_category,ad_unit,ad_format,device,country,ad_requests,impressions,viewable_impressions,clicks,revenue
evt_002879,2026-04-28 15:09:00,demo_publisher,site B,sess_000604,page_059,tecnologia,topo da página,banner,celular,BR,3,2,1,0,0.00948
evt_002880,2026-03-03 10:31:00,demo_publisher,site A,sess_000914,page_008,notícias,topo da página,nativo,celular,BR,4,3,2,0,0.01624
evt_002881,2026-03-15 04:21:00,demo_publisher,site A,sess_000082,page_043,tecnologia,topo da página,banner,computador,BR,1,1,1,0,0.00529
evt_002882,2026-04-03 18:43:00,demo_publisher,site B,sess_000551,page_076,notícias,rodapé fixo,vídeo,celular,BR,2,2,0,0,0.02375
evt_002883,2026-03-03 22:43:00,demo_publisher,site A,sess_000630,page_053,notícias,rodapé fixo,banner,computador,BR,3,2,1,1,0.00909
evt_002884,2026-03-22 07:41:00,demo_publisher,site A,sess_000307,page_001,tecnologia,topo da página,nativo,celular,BR,2,2,1,0,0.01002
evt_002885,2026-03-10 05:11:00,demo_publisher,site C,sess_001755,page_138,estilo de vida,rodapé fixo,banner,computador,BR,1,0,0,0,0.0
evt_002886,2026-04-25 23:24:00,demo_publisher,site B,sess_001351,page_043,estilo de vida,meio do artigo,nativo,computador,BR,2,2,1,0,0.01914
evt_002887,2026-03-04 19:11:00,demo_publisher,site B,sess_001824,page_087,tecnologia,rodapé fixo,banner,celular,BR,4,3,3,0,0.01003
evt_002888,2026-03-09 21:42:00,demo_publisher,site A,sess_001123,page_132,tecnologia,meio do artigo,banner,computador,BR,6,6,3,0,0.05039
evt_002889,2026-03-12 16:58:00,demo_publisher,site B,sess_000220,page_076,finanças,lateral,nativo,tablet,BR,5,4,3,0,0.02183
evt_002890,2026-03-09 21:58:00,demo_publisher,site A,sess_001809,page_097,entretenimento,meio do artigo,nativo,computador,BR,6,5,4,0,0.0185
evt_002891,2026-04-04 02:44:00,demo_publisher,site C,sess_000916,page_005,esportes,topo da página,banner,tablet,US,4,3,3,0,0.01082
evt_002892,2026-03-22 20:39:00,demo_publisher,site B,sess_001369,page_097,notícias,topo da página,banner,computador,BR,1,1,0,0,0.00062
evt_002893,2026-04-24 17:55:00,demo_publisher,site B,sess_000763,page_118,tecnologia,lateral,vídeo,celular,US,1,1,0,0,0.00291
evt_002894,2026-03-16 15:34:00,demo_publisher,site A,sess_000989,page_128,finanças,rodapé fixo,nativo,celular,CL,5,3,3,0,0.01759
evt_002895,2026-04-02 05:35:00,demo_publisher,site A,sess_000979,page_012,entretenimento,lateral,nativo,computador,AR,4,4,4,0,0.01609
evt_002896,2026-04-09 14:31:00,demo_publisher,site A,sess_000570,page_032,notícias,rodapé fixo,nativo,computador,BR,6,5,5,1,0.0132
evt_002897,2026-04-07 13:25:00,demo_publisher,site A,sess_001109,page_007,notícias,topo da página,nativo,computador,AR,3,2,2,0,0.00918
evt_002898,2026-04-17 18:47:00,demo_publisher,site A,sess_001467,page_128,notícias,rodapé fixo,nativo,celular,MX,6,4,3,0,0.00873
evt_002899,2026-03-13 02:41:00,demo_publisher,site A,sess_000041,page_039,estilo de vida,rodapé fixo,banner,computador,BR,3,3,2,0,0.00973
evt_002900,2026-03-31 10:44:00,demo_publisher,site A,sess_000262,page_074,tecnologia,meio do artigo,nativo,computador,CL,6,5,4,0,0.01855
evt_002901,2026-04-18 00:50:00,demo_publisher,site B,sess_001684,page_067,finanças,meio do artigo,nativo,celular,AR,1,1,1,0,0.0069
evt_002902,2026-04-21 18:44:00,demo_publisher,site A,sess_001139,page_096,notícias,topo da página,banner,celular,US,3,2,1,0,0.01068
evt_002903,2026-04-07 01:36:00,demo_publisher,site C,sess_001947,page_125,esportes,topo da página,vídeo,celular,BR,6,5,4,0,0.04218
evt_002904,2026-04-09 02:43:00,demo_publisher,site B,sess_001209,page_046,esportes,topo da página,banner,computador,CL,5,5,3,0,0.01719
evt_002905,2026-04-21 20:21:00,demo_publisher,site A,sess_001307,page_110,estilo de vida,lateral,banner,celular,BR,3,2,1,0,0.0021
evt_002906,2026-04-07 11:48:00,demo_publisher,site A,sess_001798,page_041,estilo de vida,rodapé fixo,vídeo,computador,US,6,5,3,0,0.02905
evt_002907,2026-04-26 22:20:00,demo_publisher,site A,sess_001321,page_028,notícias,topo da página,vídeo,celular,AR,3,2,1,0,0.01239
evt_002908,2026-03-08 15:44:00,demo_publisher,site A,sess_000659,page_015,finanças,rodapé fixo,banner,computador,BR,6,4,2,0,0.03232
evt_002909,2026-03-21 20:58:00,demo_publisher,site A,sess_001056,page_052,estilo de vida,rodapé fixo,nativo,tablet,BR,1,1,1,0,0.00533
evt_002910,2026-03-07 17:32:00,demo_publisher,site A,sess_000471,page_078,esportes,meio do artigo,banner,celular,BR,5,5,2,0,0.00699
evt_002911,2026-03-06 10:26:00,demo_publisher,site A,sess_000669,page_109,finanças,intersticial,vídeo,celular,CL,5,4,3,0,0.04056
evt_002912,2026-03-29 07:35:00,demo_publisher,site A,sess_001360,page_118,estilo de vida,rodapé fixo,nativo,celular,US,2,1,1,0,0.00533
evt_002913,2026-03-14 13:20:00,demo_publisher,site A,sess_000298,page_074,finanças,topo da página,vídeo,tablet,BR,2,1,1,0,0.00329
evt_002914,2026-03-25 10:18:00,demo_publisher,site B,sess_001344,page_057,notícias,intersticial,banner,celular,BR,5,1,1,0,0.0
evt_002915,2026-03-27 06:29:00,demo_publisher,site B,sess_001168,page_025,esportes,meio do artigo,banner,celular,BR,5,3,1,0,0.01203
evt_002916,2026-04-07 06:07:00,demo_publisher,site A,sess_000617,page_128,tecnologia,topo da página,vídeo,celular,BR,2,2,1,0,0.01739
evt_002917,2026-04-26 17:47:00,demo_publisher,site B,sess_000090,page_056,esportes,topo da página,banner,computador,CL,1,0,0,0,0.00182
evt_002918,2026-04-20 23:07:00,demo_publisher,site C,sess_001409,page_107,tecnologia,lateral,banner,celular,BR,2,2,2,0,0.00955
evt_002919,2026-03-23 16:45:00,demo_publisher,site C,sess_001649,page_088,finanças,intersticial,banner,celular,BR,2,1,1,0,0.00762
evt_002920,2026-03-20 12:50:00,demo_publisher,site A,sess_001460,page_130,finanças,meio do artigo,nativo,celular,CL,4,3,2,0,0.02339
evt_002921,2026-04-16 05:54:00,demo_publisher,site A,sess_000842,page_136,tecnologia,meio do artigo,banner,celular,US,5,4,3,0,0.01585
evt_002922,2026-03-08 10:03:00,demo_publisher,site A,sess_001307,page_099,esportes,meio do artigo,nativo,celular,BR,2,2,1,0,0.00401
evt_002923,2026-04-02 10:17:00,demo_publisher,site B,sess_000830,page_092,esportes,rodapé fixo,banner,celular,BR,3,2,2,0,0.00893
evt_002924,2026-03-26 09:08:00,demo_publisher,site C,sess_000717,page_020,notícias,topo da página,nativo,tablet,AR,2,2,2,0,0.01272
evt_002925,2026-03-11 23:14:00,demo_publisher,site A,sess_000655,page_003,estilo de vida,lateral,mídia rica,celular,AR,1,1,1,0,0.00295
evt_002926,2026-04-06 23:41:00,demo_publisher,site B,sess_000422,page_076,finanças,lateral,banner,computador,BR,6,4,0,0,0.01456
evt_002927,2026-03-20 05:51:00,demo_publisher,site B,sess_001938,page_098,tecnologia,topo da página,nativo,computador,BR,5,3,1,0,0.02587
evt_002928,2026-03-12 03:15:00,demo_publisher,site A,sess_001332,page_104,finanças,intersticial,nativo,celular,US,5,2,2,0,0.00868
evt_002929,2026-04-09 04:35:00,demo_publisher,site A,sess_000350,page_035,finanças,intersticial,banner,computador,BR,6,5,4,0,0.03999
evt_002930,2026-03-11 10:50:00,demo_publisher,site A,sess_001730,page_070,esportes,meio do artigo,vídeo,celular,BR,1,1,0,0,0.00755
evt_002931,2026-04-10 08:54:00,demo_publisher,site B,sess_000303,page_120,notícias,lateral,mídia rica,celular,BR,3,2,0,0,0.00532
evt_002932,2026-03-10 17:24:00,demo_publisher,site A,sess_001187,page_014,tecnologia,rodapé fixo,vídeo,computador,MX,5,4,2,0,0.02545
evt_002933,2026-03-27 02:03:00,demo_publisher,site A,sess_000331,page_054,notícias,topo da página,mídia rica,tablet,BR,4,2,1,0,0.00591
evt_002934,2026-04-18 11:30:00,demo_publisher,site C,sess_000723,page_132,entretenimento,topo da página,nativo,celular,BR,5,5,3,0,0.0286
evt_002935,2026-03-14 17:14:00,demo_publisher,site A,sess_001317,page_028,notícias,lateral,nativo,tablet,CL,3,2,1,0,0.00631
evt_002936,2026-04-16 01:23:00,demo_publisher,site A,sess_001998,page_045,finanças,meio do artigo,banner,computador,BR,1,1,0,0,0.00912
evt_002937,2026-04-13 07:32:00,demo_publisher,site B,sess_001983,page_066,notícias,lateral,mídia rica,celular,US,4,2,1,0,0.01038
evt_002938,2026-04-24 03:49:00,demo_publisher,site C,sess_001791,page_096,tecnologia,meio do artigo,nativo,celular,BR,5,3,2,0,0.01999
evt_002939,2026-03-11 03:10:00,demo_publisher,site B,sess_000471,page_036,notícias,lateral,banner,celular,BR,5,4,1,0,0.01441
evt_002940,2026-04-12 21:46:00,demo_publisher,site B,sess_000187,page_111,estilo de vida,topo da página,vídeo,tablet,BR,2,2,0,0,0.03381
evt_002941,2026-04-26 04:48:00,demo_publisher,site A,sess_001811,page_033,entretenimento,topo da página,nativo,celular,US,4,4,3,0,0.00902
evt_002942,2026-04-15 18:44:00,demo_publisher,site A,sess_001846,page_052,estilo de vida,topo da página,mídia rica,computador,BR,4,4,0,0,0.00287
evt_002943,2026-03-12 06:34:00,demo_publisher,site C,sess_000557,page_080,notícias,meio do artigo,vídeo,celular,MX,2,1,1,0,0.00171
evt_002944,2026-04-19 07:54:00,demo_publisher,site C,sess_000039,page_002,tecnologia,rodapé fixo,vídeo,celular,BR,2,1,1,0,0.00649
evt_002945,2026-03-07 10:31:00,demo_publisher,site A,sess_001296,page_107,finanças,rodapé fixo,nativo,computador,BR,2,2,2,0,0.01493
evt_002946,2026-04-05 07:56:00,demo_publisher,site C,sess_000153,page_093,notícias,meio do artigo,nativo,tablet,BR,1,1,1,0,0.00757
evt_002947,2026-03-30 20:36:00,demo_publisher,site A,sess_000081,page_117,finanças,lateral,vídeo,celular,BR,4,4,3,0,0.02777
evt_002948,2026-04-01 20:45:00,demo_publisher,site A,sess_001874,page_039,tecnologia,meio do artigo,banner,celular,BR,2,1,0,0,0.0002
evt_002949,2026-04-01 04:09:00,demo_publisher,site B,sess_000991,page_056,finanças,meio do artigo,banner,tablet,AR,4,4,3,0,0.02403
evt_002950,2026-03-02 21:19:00,demo_publisher,site B,sess_000224,page_125,tecnologia,intersticial,mídia rica,computador,BR,4,2,0,0,0.01364
evt_002951,2026-03-31 11:47:00,demo_publisher,site A,sess_001309,page_010,tecnologia,topo da página,mídia rica,celular,BR,4,3,3,0,0.01483
evt_002952,2026-04-26 04:54:00,demo_publisher,site A,sess_000739,page_069,finanças,rodapé fixo,mídia rica,celular,BR,6,5,5,0,0.03106
evt_002953,2026-03-27 04:48:00,demo_publisher,site B,sess_001073,page_068,esportes,topo da página,banner,celular,BR,1,1,1,0,0.00615
evt_002954,2026-03-17 14:45:00,demo_publisher,site A,sess_001797,page_063,tecnologia,meio do artigo,banner,celular,BR,1,1,1,0,0.00648
evt_002955,2026-04-29 16:32:00,demo_publisher,site A,sess_000476,page_061,esportes,lateral,mídia rica,computador,BR,3,1,0,0,0.00046
evt_002956,2026-03-06 22:32:00,demo_publisher,site C,sess_001293,page_104,notícias,rodapé fixo,banner,celular,BR,1,1,1,0,0.00769
evt_002957,2026-03-30 04:14:00,demo_publisher,site C,sess_001657,page_028,esportes,lateral,banner,computador,CL,5,4,3,0,0.01315
evt_002958,2026-03-31 18:08:00,demo_publisher,site C,sess_000848,page_124,entretenimento,rodapé fixo,banner,computador,BR,3,2,1,0,0.00529
evt_002959,2026-03-29 16:14:00,demo_publisher,site B,sess_001940,page_125,esportes,rodapé fixo,vídeo,tablet,BR,1,1,1,0,0.00055
evt_002960,2026-04-25 07:17:00,demo_publisher,site C,sess_000897,page_025,esportes,lateral,nativo,computador,BR,1,1,1,0,0.004
evt_002961,2026-03-26 07:20:00,demo_publisher,site C,sess_000918,page_136,notícias,meio do artigo,banner,computador,BR,6,5,3,1,0.0206
evt_002962,2026-04-28 09:33:00,demo_publisher,site B,sess_001768,page_037,notícias,meio do artigo,nativo,computador,BR,3,3,1,0,0.02676
evt_002963,2026-03-05 00:13:00,demo_publisher,site B,sess_001272,page_008,entretenimento,lateral,banner,celular,BR,3,2,1,0,0.01039
evt_002964,2026-04-14 00:52:00,demo_publisher,site B,sess_001737,page_056,finanças,lateral,vídeo,computador,BR,2,1,0,0,0.01407
evt_002965,2026-04-05 13:51:00,demo_publisher,site A,sess_001581,page_111,tecnologia,meio do artigo,nativo,computador,US,5,2,1,0,0.01777
evt_002966,2026-03-15 10:23:00,demo_publisher,site A,sess_001425,page_118,tecnologia,meio do artigo,nativo,computador,AR,5,4,4,0,0.0353
evt_002967,2026-03-14 16:16:00,demo_publisher,site C,sess_000483,page_090,esportes,topo da página,banner,celular,BR,3,3,1,0,0.01236
evt_002968,2026-04-13 04:20:00,demo_publisher,site B,sess_000798,page_113,tecnologia,topo da página,banner,computador,US,6,5,1,0,0.04416
evt_002969,2026-04-08 06:09:00,demo_publisher,site A,sess_001729,page_037,entretenimento,meio do artigo,banner,celular,BR,3,3,3,0,0.00329
evt_002970,2026-04-06 16:05:00,demo_publisher,site C,sess_001232,page_123,tecnologia,rodapé fixo,mídia rica,celular,BR,6,4,4,0,0.01902
evt_002971,2026-03-04 01:12:00,demo_publisher,site C,sess_000561,page_089,tecnologia,rodapé fixo,banner,celular,BR,6,6,4,0,0.02131
evt_002972,2026-04-05 20:57:00,demo_publisher,site B,sess_000655,page_019,finanças,intersticial,nativo,computador,BR,3,2,1,0,0.01209
evt_002973,2026-04-28 21:11:00,demo_publisher,site C,sess_001551,page_018,tecnologia,lateral,banner,celular,US,4,4,2,0,0.01768
evt_002974,2026-03-02 00:56:00,demo_publisher,site C,sess_000357,page_038,notícias,topo da página,mídia rica,computador,BR,6,6,2,0,0.07113
evt_002975,2026-03-29 03:22:00,demo_publisher,site A,sess_000225,page_010,tecnologia,lateral,vídeo,celular,BR,1,1,1,0,0.00762
evt_002976,2026-03-30 15:54:00,demo_publisher,site B,sess_001530,page_040,esportes,rodapé fixo,banner,celular,US,3,0,0,0,0.0
evt_002977,2026-04-23 19:19:00,demo_publisher,site A,sess_000577,page_139,estilo de vida,lateral,nativo,computador,BR,6,4,3,0,0.0179
evt_002978,2026-03-17 23:17:00,demo_publisher,site B,sess_001531,page_034,entretenimento,meio do artigo,nativo,computador,BR,2,2,2,1,0.01141
evt_002979,2026-03-29 12:48:00,demo_publisher,site A,sess_001067,page_089,estilo de vida,lateral,vídeo,computador,BR,3,3,1,0,0.02833
evt_002980,2026-04-13 00:45:00,demo_publisher,site A,sess_001995,page_136,notícias,topo da página,mídia rica,computador,BR,6,5,5,0,0.03641
evt_002981,2026-03-04 14:52:00,demo_publisher,site C,sess_001050,page_036,tecnologia,topo da página,vídeo,computador,BR,5,3,2,0,0.03082
evt_002982,2026-04-18 01:34:00,demo_publisher,site A,sess_001735,page_097,entretenimento,topo da página,vídeo,computador,MX,3,2,0,0,0.03124
evt_002983,2026-04-19 07:59:00,demo_publisher,site C,sess_001701,page_063,estilo de vida,meio do artigo,nativo,celular,BR,1,1,1,0,0.00711
evt_002984,2026-04-13 04:17:00,demo_publisher,site A,sess_000424,page_040,tecnologia,rodapé fixo,banner,computador,AR,2,1,1,0,0.00235
evt_002985,2026-04-08 21:23:00,demo_publisher,site A,sess_001992,page_133,tecnologia,topo da página,nativo,computador,BR,6,6,2,0,0.02727
evt_002986,2026-04-14 20:33:00,demo_publisher,site A,sess_001491,page_092,tecnologia,topo da página,vídeo,tablet,AR,4,4,3,0,0.04474
evt_002987,2026-04-16 21:43:00,demo_publisher,site C,sess_000215,page_061,esportes,rodapé fixo,banner,celular,BR,6,3,2,0,0.01743
evt_002988,2026-04-24 04:53:00,demo_publisher,site B,sess_000013,page_113,finanças,rodapé fixo,nativo,celular,BR,1,0,0,0,0.00167
evt_002989,2026-03-26 16:33:00,demo_publisher,site B,sess_000543,page_126,tecnologia,meio do artigo,banner,celular,BR,3,3,2,0,0.01189
evt_002990,2026-03-28 08:43:00,demo_publisher,site C,sess_000033,page_109,entretenimento,meio do artigo,banner,computador,BR,1,1,0,0,0.00422
evt_002991,2026-04-08 06:37:00,demo_publisher,site B,sess_000715,page_121,notícias,meio do artigo,mídia rica,computador,US,1,1,1,0,0.01093
evt_002992,2026-03-12 14:02:00,demo_publisher,site C,sess_001992,page_045,notícias,lateral,banner,celular,MX,1,1,0,0,0.00728
evt_002993,2026-04-21 08:58:00,demo_publisher,site A,sess_000958,page_048,esportes,rodapé fixo,vídeo,celular,BR,4,2,1,0,0.0106
evt_002994,2026-04-16 05:32:00,demo_publisher,site A,sess_000048,page_033,tecnologia,topo da página,banner,celular,BR,2,1,1,0,0.00598
evt_002995,2026-04-07 20:44:00,demo_publisher,site B,sess_000988,page_097,entretenimento,rodapé fixo,nativo,celular,BR,1,1,1,0,0.004
evt_002996,2026-03-19 02:22:00,demo_publisher,site C,sess_000438,page_112,estilo de vida,lateral,mídia rica,celular,MX,6,4,2,0,0.01495
evt_002997,2026-03-21 20:39:00,demo_publisher,site B,sess_001712,page_092,notícias,lateral,vídeo,computador,BR,3,3,2,0,0.01277
evt_002998,2026-03-27 02:21:00,demo_publisher,site A,sess_000182,page_084,esportes,topo da página,vídeo,computador,BR,4,3,2,0,0.02862
evt_002999,2026-04-09 18:02:00,demo_publisher,site C,sess_001541,page_108,tecnologia,rodapé fixo,banner,tablet,BR,4,1,1,0,0.00013
evt_003000,2026-04-16 16:22:00,demo_publisher,site A,sess_000892,page_026,esportes,meio do artigo,banner,computador,BR,3,2,1,0,0.00647
evt_003001,2026-04-10 07:28:00,demo_publisher,site A,sess_000038,page_051,notícias,meio do artigo,vídeo,computador,BR,1,1,1,1,0.01354
evt_003002,2026-04-25 19:06:00,demo_publisher,site B,sess_001346,page_099,esportes,meio do artigo,vídeo,celular,US,3,3,2,0,0.0245
evt_003003,2026-04-27 15:14:00,demo_publisher,site A,sess_000910,page_008,tecnologia,meio do artigo,vídeo,celular,BR,6,4,2,0,0.03508
evt_003004,2026-04-12 07:03:00,demo_publisher,site C,sess_001543,page_127,finanças,topo da página,vídeo,tablet,AR,5,2,0,0,0.0203
evt_003005,2026-03-23 06:06:00,demo_publisher,site B,sess_001236,page_024,notícias,topo da página,banner,computador,BR,5,5,4,0,0.00878
evt_003006,2026-04-05 22:39:00,demo_publisher,site C,sess_001574,page_110,esportes,topo da página,banner,celular,BR,4,4,2,0,0.01723
evt_003007,2026-03-26 12:07:00,demo_publisher,site A,sess_000921,page_086,entretenimento,meio do artigo,mídia rica,computador,BR,3,3,3,0,0.02153
evt_003008,2026-04-07 17:53:00,demo_publisher,site B,sess_000016,page_118,finanças,lateral,nativo,computador,BR,3,2,2,0,0.01938
evt_003009,2026-04-18 17:27:00,demo_publisher,site B,sess_000262,page_108,finanças,lateral,vídeo,celular,BR,3,3,3,0,0.02077
evt_003010,2026-03-23 03:50:00,demo_publisher,site A,sess_000918,page_072,notícias,lateral,nativo,celular,MX,4,3,1,0,0.00901
evt_003011,2026-03-31 08:17:00,demo_publisher,site A,sess_000795,page_106,esportes,topo da página,mídia rica,computador,BR,6,5,3,0,0.04121
evt_003012,2026-03-03 17:42:00,demo_publisher,site C,sess_001588,page_049,tecnologia,meio do artigo,vídeo,computador,BR,1,0,0,0,0.00037
evt_003013,2026-04-14 04:39:00,demo_publisher,site A,sess_000823,page_082,tecnologia,lateral,banner,computador,AR,3,3,1,0,0.02086
evt_003014,2026-03-30 09:23:00,demo_publisher,site A,sess_001720,page_128,finanças,rodapé fixo,mídia rica,computador,BR,2,1,1,0,0.00978
evt_003015,2026-03-28 13:58:00,demo_publisher,site B,sess_000376,page_012,entretenimento,meio do artigo,banner,celular,BR,6,3,1,0,0.01488
evt_003016,2026-04-01 22:42:00,demo_publisher,site C,sess_000770,page_050,esportes,rodapé fixo,banner,tablet,BR,1,1,1,1,0.00832
evt_003017,2026-03-13 22:18:00,demo_publisher,site C,sess_001512,page_003,tecnologia,rodapé fixo,vídeo,celular,MX,1,1,1,0,0.00775
evt_003018,2026-04-05 21:04:00,demo_publisher,site C,sess_000249,page_075,notícias,rodapé fixo,banner,celular,BR,5,3,1,0,0.01169
evt_003019,2026-04-14 17:05:00,demo_publisher,site B,sess_000643,page_109,esportes,lateral,banner,celular,US,2,2,0,0,0.00896
evt_003020,2026-03-21 23:32:00,demo_publisher,site A,sess_001503,page_006,tecnologia,meio do artigo,nativo,celular,BR,2,2,1,0,0.00743
evt_003021,2026-03-08 20:51:00,demo_publisher,site B,sess_001178,page_077,entretenimento,rodapé fixo,mídia rica,computador,BR,4,4,4,0,0.02937
evt_003022,2026-03-24 05:02:00,demo_publisher,site B,sess_001556,page_058,tecnologia,rodapé fixo,banner,computador,BR,6,5,3,0,0.00984
evt_003023,2026-03-12 21:57:00,demo_publisher,site B,sess_001031,page_109,estilo de vida,rodapé fixo,vídeo,celular,BR,1,1,0,1,0.00414
evt_003024,2026-03-23 10:28:00,demo_publisher,site C,sess_001718,page_031,tecnologia,rodapé fixo,nativo,celular,BR,4,3,3,0,0.01154
evt_003025,2026-04-07 14:37:00,demo_publisher,site C,sess_001754,page_023,tecnologia,rodapé fixo,banner,computador,BR,3,1,1,0,0.00381
evt_003026,2026-03-07 19:17:00,demo_publisher,site C,sess_001949,page_014,esportes,rodapé fixo,vídeo,celular,US,2,1,1,0,0.00079
evt_003027,2026-04-14 20:04:00,demo_publisher,site A,sess_000244,page_057,finanças,topo da página,nativo,celular,BR,4,4,2,0,0.01585
evt_003028,2026-03-14 11:26:00,demo_publisher,site A,sess_001182,page_068,estilo de vida,meio do artigo,vídeo,tablet,AR,6,5,4,0,0.02866
evt_003029,2026-04-23 16:21:00,demo_publisher,site A,sess_000229,page_128,estilo de vida,lateral,vídeo,tablet,AR,2,2,2,0,0.00807
evt_003030,2026-04-13 22:43:00,demo_publisher,site A,sess_000458,page_065,entretenimento,rodapé fixo,mídia rica,computador,AR,2,2,2,0,0.0053
evt_003031,2026-03-17 08:31:00,demo_publisher,site B,sess_000601,page_024,finanças,meio do artigo,vídeo,celular,US,1,1,0,0,0.00714
evt_003032,2026-04-03 19:02:00,demo_publisher,site B,sess_001292,page_098,notícias,meio do artigo,banner,celular,BR,4,4,4,0,0.02553
evt_003033,2026-03-07 15:26:00,demo_publisher,site B,sess_000862,page_009,notícias,intersticial,vídeo,celular,BR,2,2,0,0,0.01617
evt_003034,2026-03-06 23:37:00,demo_publisher,site B,sess_001729,page_048,tecnologia,meio do artigo,nativo,computador,BR,4,4,2,1,0.02437
evt_003035,2026-04-27 08:42:00,demo_publisher,site A,sess_000597,page_091,notícias,topo da página,banner,celular,AR,1,1,1,0,0.00465
evt_003036,2026-04-18 03:30:00,demo_publisher,site C,sess_001234,page_036,tecnologia,lateral,nativo,celular,BR,5,3,1,0,0.01381
evt_003037,2026-03-10 06:22:00,demo_publisher,site A,sess_001526,page_083,notícias,meio do artigo,vídeo,computador,BR,2,2,2,0,0.00899
evt_003038,2026-03-17 23:04:00,demo_publisher,site A,sess_001960,page_064,esportes,topo da página,banner,computador,BR,1,0,0,0,0.0
evt_003039,2026-03-12 20:38:00,demo_publisher,site C,sess_000491,page_133,tecnologia,lateral,banner,computador,BR,1,0,0,0,0.00206
evt_003040,2026-03-24 17:01:00,demo_publisher,site B,sess_001467,page_040,finanças,intersticial,nativo,computador,MX,5,2,1,0,0.01292
evt_003041,2026-03-18 11:30:00,demo_publisher,site A,sess_000170,page_126,tecnologia,meio do artigo,banner,celular,AR,6,5,2,0,0.02169
evt_003042,2026-03-20 16:24:00,demo_publisher,site A,sess_001087,page_087,notícias,meio do artigo,vídeo,computador,BR,3,3,2,0,0.01618
evt_003043,2026-04-01 18:19:00,demo_publisher,site B,sess_000828,page_105,finanças,meio do artigo,banner,celular,MX,1,1,1,0,0.0063
evt_003044,2026-03-12 08:14:00,demo_publisher,site B,sess_001917,page_024,estilo de vida,lateral,vídeo,computador,BR,5,4,2,0,0.03516
evt_003045,2026-04-22 23:16:00,demo_publisher,site C,sess_001546,page_003,entretenimento,meio do artigo,vídeo,celular,BR,1,1,1,0,0.00962
evt_003046,2026-04-13 15:49:00,demo_publisher,site A,sess_001854,page_102,notícias,meio do artigo,banner,computador,BR,2,2,2,1,0.01482
evt_003047,2026-04-15 15:11:00,demo_publisher,site C,sess_001701,page_067,esportes,lateral,nativo,celular,BR,6,4,1,0,0.01454
evt_003048,2026-03-11 04:02:00,demo_publisher,site A,sess_000821,page_043,estilo de vida,intersticial,banner,computador,BR,3,2,2,0,0.00573
evt_003049,2026-04-12 11:44:00,demo_publisher,site A,sess_001466,page_125,entretenimento,meio do artigo,banner,celular,BR,5,4,2,0,0.01293
evt_003050,2026-04-20 04:11:00,demo_publisher,site B,sess_000061,page_046,tecnologia,lateral,nativo,computador,BR,3,3,2,0,0.01272
evt_003051,2026-03-11 12:15:00,demo_publisher,site C,sess_001116,page_061,tecnologia,rodapé fixo,banner,celular,MX,2,1,1,0,0.00416
evt_003052,2026-04-15 01:50:00,demo_publisher,site A,sess_000095,page_101,finanças,topo da página,vídeo,computador,US,2,1,1,0,0.00964
evt_003053,2026-03-22 11:03:00,demo_publisher,site A,sess_001448,page_134,estilo de vida,rodapé fixo,nativo,computador,BR,6,4,4,0,0.02577
evt_003054,2026-04-17 06:06:00,demo_publisher,site B,sess_001933,page_125,tecnologia,meio do artigo,banner,celular,BR,3,2,1,0,0.01465
evt_003055,2026-03-29 16:54:00,demo_publisher,site B,sess_001363,page_091,tecnologia,topo da página,banner,computador,BR,6,5,2,1,0.02292
evt_003056,2026-04-18 03:10:00,demo_publisher,site C,sess_001680,page_016,tecnologia,topo da página,vídeo,tablet,AR,6,5,1,0,0.02332
evt_003057,2026-03-09 20:17:00,demo_publisher,site B,sess_000469,page_016,tecnologia,topo da página,banner,celular,BR,5,5,5,0,0.03184
evt_003058,2026-03-24 08:16:00,demo_publisher,site B,sess_001987,page_097,entretenimento,rodapé fixo,vídeo,computador,AR,2,2,0,0,0.01115
evt_003059,2026-03-17 09:44:00,demo_publisher,site C,sess_001101,page_071,notícias,lateral,banner,tablet,US,4,3,2,0,0.01388
evt_003060,2026-03-15 21:38:00,demo_publisher,site A,sess_001349,page_019,esportes,rodapé fixo,mídia rica,computador,US,3,1,0,0,0.00854
evt_003061,2026-03-19 11:59:00,demo_publisher,site A,sess_001541,page_097,entretenimento,rodapé fixo,banner,celular,BR,4,3,3,0,0.01203
evt_003062,2026-03-23 22:42:00,demo_publisher,site B,sess_001279,page_131,estilo de vida,meio do artigo,nativo,computador,BR,5,4,3,1,0.02022
evt_003063,2026-03-08 15:16:00,demo_publisher,site B,sess_000634,page_010,notícias,rodapé fixo,nativo,celular,BR,6,5,3,0,0.01385
evt_003064,2026-04-12 10:11:00,demo_publisher,site C,sess_001223,page_115,finanças,rodapé fixo,banner,celular,BR,5,4,3,0,0.01762
evt_003065,2026-04-03 00:20:00,demo_publisher,site A,sess_001308,page_048,estilo de vida,meio do artigo,vídeo,computador,BR,3,3,0,1,0.02789
evt_003066,2026-04-19 18:08:00,demo_publisher,site A,sess_001714,page_056,tecnologia,rodapé fixo,banner,celular,US,6,5,2,0,0.02225
evt_003067,2026-04-12 07:14:00,demo_publisher,site A,sess_000963,page_100,tecnologia,rodapé fixo,banner,computador,BR,5,4,3,0,0.02101
evt_003068,2026-03-09 22:37:00,demo_publisher,site B,sess_001004,page_035,notícias,meio do artigo,banner,celular,BR,2,2,2,0,0.00256
